CARAA;4;0;0;0;2;0;1;1;0;2;0;0;0;0;0;0
CARAZINHO;4;1;1;0;40;0;4;14;1;42;5;14;8;0;0;1
CARLOS BARBOSA;4;0;0;0;2;0;1;0;0;22;0;3;4;0;0;0
CARLOS GOMES;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CASCA;4;0;0;0;12;0;1;0;0;7;0;0;0;0;0;0
CASEIROS;4;0;0;0;2;1;0;0;0;2;0;0;0;0;0;0
CATUIPE;4;2;2;0;3;1;0;0;0;5;2;0;0;0;0;2
CAXIAS DO SUL;4;4;4;0;315;1;60;99;25;370;29;12;36;0;0;5
CENTENARIO;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CERRITO;4;0;0;0;4;4;0;0;0;1;0;1;0;0;0;0
CERRO BRANCO;4;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0
CERRO GRANDE;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
CERRO GRANDE DO SUL;4;0;0;0;7;0;0;0;0;1;1;0;0;0;0;0
CERRO LARGO;4;0;0;0;4;1;0;0;0;7;2;5;1;0;0;0
CHAPADA;4;0;0;0;3;0;0;0;0;9;1;0;0;0;0;0
CHARQUEADAS;4;0;0;0;16;0;0;1;0;20;1;12;17;0;0;0
CHARRUA;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CHIAPETTA;4;0;0;0;2;0;0;0;0;2;0;0;2;0;0;0
CHUI;4;0;0;0;17;5;1;1;0;3;0;4;1;0;0;0
CHUVISCA;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
CIDREIRA;4;1;1;0;37;0;0;6;1;12;0;2;2;0;0;1
CIRIACO;4;0;0;0;7;3;0;0;0;1;1;0;1;0;0;0
COLINAS;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
COLORADO;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONDOR;4;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
CONSTANTINA;4;0;0;0;0;0;0;1;0;9;0;1;3;0;0;0
COQUEIRO BAIXO;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
COQUEIROS DO SUL;4;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0
CORONEL BARROS;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
CORONEL BICACO;4;0;0;0;2;0;0;1;0;2;0;1;1;0;0;0
CORONEL PILAR;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
COTIPORA;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
COXILHA;4;0;0;0;5;1;0;0;0;1;0;0;0;0;0;0
CRISSIUMAL;4;0;0;0;8;1;0;0;0;4;3;0;1;0;0;0
CRISTAL;4;0;0;0;4;0;0;0;0;2;0;2;0;0;0;0
CRISTAL DO SUL;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
CRUZ ALTA;4;1;1;0;47;2;3;11;0;44;2;7;7;0;0;1
CRUZALTENSE;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CRUZEIRO DO SUL;4;0;0;0;6;0;1;0;0;3;0;2;1;0;0;0
DAVID CANABARRO;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
DERRUBADAS;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
DEZESSEIS DE NOVEMBRO;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
DILERMANDO DE AGUIAR;4;0;0;0;2;2;0;0;0;3;1;0;0;0;0;0
DOIS IRMAOS;4;0;0;0;13;0;1;0;0;17;1;0;6;0;0;0
DOIS IRMAOS DAS MISSOES;4;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0
DOIS LAJEADOS;4;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0
DOM FELICIANO;4;0;0;0;12;2;0;0;0;2;2;0;1;0;0;0
DOM PEDRITO;4;0;0;0;19;4;3;4;1;11;3;2;1;0;0;0
DOM PEDRO DE ALCANTARA;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
DONA FRANCISCA;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
DOUTOR RICARDO;4;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0
DR MAURICIO CARDOSO;4;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
ELDORADO DO SUL;4;1;1;0;33;1;2;7;0;38;2;16;8;0;0;1
ENCANTADO;4;0;0;1;17;0;1;0;0;17;0;8;3;1;0;1
ENCRUZILHADA DO SUL;4;2;2;0;11;2;1;4;0;11;3;0;0;0;0;2
ENGENHO VELHO;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ENTRE IJUIS;4;0;0;0;15;2;2;0;0;3;1;0;2;0;0;0
ENTRE RIOS DO SUL;4;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0
EREBANGO;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
ERECHIM;4;0;0;0;83;0;3;7;1;86;13;21;13;0;1;1
ERNESTINA;4;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0
ERVAL GRANDE;4;0;0;0;2;0;0;2;0;3;1;1;0;0;0;0
ERVAL SECO;4;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0
ESMERALDA;4;1;1;0;5;0;1;0;0;3;1;0;0;0;0;1
ESPERANCA DO SUL;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
ESPUMOSO;4;0;0;0;17;0;0;1;0;2;1;0;0;0;0;0
ESTACAO;4;0;0;0;1;0;0;0;0;4;1;0;1;0;0;3
ESTANCIA VELHA;4;0;0;0;47;0;3;6;3;4;1;5;0;0;0;0
ESTEIO;4;0;0;0;96;0;8;16;3;76;1;10;9;0;0;1
ESTRELA;4;0;0;0;16;0;3;1;1;16;1;6;3;0;0;0
ESTRELA VELHA;4;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0
EUGENIO DE CASTRO;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
FAGUNDES VARELA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA;4;0;0;0;34;1;3;7;2;71;2;4;13;0;0;0
FAXINAL DO SOTURNO;4;0;0;0;5;0;0;0;0;1;1;0;0;0;0;0
FAXINALZINHO;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FAZENDA VILA NOVA;4;0;0;0;5;0;0;0;0;4;0;0;0;0;0;0
FELIZ;4;0;0;0;10;0;1;0;0;13;0;1;0;0;0;0
FLORES DA CUNHA;4;0;0;0;11;1;2;4;0;20;0;0;2;0;0;0
FLORIANO PEIXOTO;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
FONTOURA XAVIER;4;0;0;0;2;1;0;1;0;0;1;2;0;0;0;0
FORMIGUEIRO;4;0;0;0;6;1;0;0;0;2;0;0;0;0;0;0
FORQUETINHA;4;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
FORTALEZA DOS VALOS;4;0;0;0;3;1;0;1;0;3;0;0;0;0;0;0
FREDERICO WESTPHALEN;4;0;0;0;18;0;1;2;1;15;0;15;5;0;0;0
GARIBALDI;4;2;2;0;19;0;1;3;0;19;0;2;4;0;0;2
GARRUCHOS;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
GAURAMA;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
GENERAL CAMARA;4;0;0;0;13;1;0;1;0;1;1;4;0;0;0;0
GENTIL;4;0;0;0;2;0;0;1;0;3;1;0;0;0;0;0
GETULIO VARGAS;4;0;0;0;7;0;0;0;0;14;0;6;6;0;0;0
GIRUA;4;0;0;0;7;1;1;0;0;2;1;7;1;0;0;0
GLORINHA;4;0;0;0;8;1;0;1;0;3;1;2;1;0;0;0
GRAMADO;4;1;1;0;34;0;3;1;0;43;0;23;4;0;0;1
GRAMADO DOS LOUREIROS;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
GRAMADO XAVIER;4;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0
GRAVATAI;4;2;3;0;208;2;20;92;9;198;4;23;25;0;0;3
GUABIJU;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUAIBA;4;0;0;0;44;0;0;22;1;47;3;46;12;0;0;0
GUAPORE;4;1;1;0;7;0;2;0;1;19;0;9;3;0;0;4
GUARANI DAS MISSOES;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1
HARMONIA;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
HERVAL;4;0;0;0;8;4;0;0;0;5;1;2;0;0;0;0
HERVEIRAS;4;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0
HORIZONTINA;4;0;0;0;21;0;0;0;0;2;1;6;1;0;0;0
HULHA NEGRA;4;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0
HUMAITA;4;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
IBARAMA;4;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0
IBIACA;4;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0
IBIRAIARAS;4;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0
IBIRAPUITA;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
IBIRUBA;4;0;0;0;13;3;0;0;0;13;0;0;2;0;0;0
IGREJINHA;4;0;0;0;38;0;4;2;0;11;2;7;4;0;0;0
IJUI;4;0;0;0;62;0;2;2;0;53;7;12;9;0;0;0
ILOPOLIS;4;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
IMBE;4;2;3;0;29;0;3;7;3;30;1;3;2;0;0;3
IMIGRANTE;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
INDEPENDENCIA;4;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0
INHACORA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IPE;4;0;0;0;5;1;1;0;0;4;0;0;0;0;0;0
IPIRANGA DO SUL;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IRAI;4;0;0;0;7;0;0;0;0;2;0;0;1;0;0;0
ITAARA;4;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0
ITACURUBI;4;0;0;0;4;2;0;0;0;2;1;0;1;0;0;0
ITAPUCA;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ITAQUI;4;1;1;0;41;5;0;10;0;10;2;0;2;0;0;1
ITATI;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
ITATIBA DO SUL;4;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0
IVORA;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IVOTI;4;0;0;0;13;0;2;1;0;21;0;3;0;0;0;0
JABOTICABA;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
JACUIZINHO;4;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
JACUTINGA;4;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
JAGUARAO;4;1;1;0;20;3;0;4;0;12;1;6;4;0;0;1
JAGUARI;4;0;0;0;3;0;0;0;0;2;0;1;0;0;0;0
JAQUIRANA;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
JARI;4;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0
JOIA;4;0;0;0;3;1;0;1;0;4;0;0;0;0;1;1
JULIO DE CASTILHOS;4;2;2;1;19;2;1;2;0;6;3;2;2;1;0;3
LAGOA BONITA DO SUL;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
LAGOA DOS TRES CANTOS;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
LAGOA VERMELHA;4;0;0;0;26;2;0;2;0;12;1;5;7;0;0;0
LAGOAO;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
LAJEADO;4;3;3;0;82;0;4;10;1;87;11;11;15;0;0;3
LAJEADO DO BUGRE;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
LAVRAS DO SUL;4;0;0;0;4;2;0;0;0;0;0;0;1;0;0;0
LIBERATO SALZANO;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
LINDOLFO COLLOR;4;0;0;0;1;0;0;0;0;2;0;2;0;0;0;0
LINHA NOVA;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
MACAMBARA;4;0;0;0;4;1;0;0;0;2;0;0;0;0;0;0
MACHADINHO;4;0;0;0;21;0;1;0;0;3;1;1;0;0;0;0
MAMPITUBA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MANOEL VIANA;4;0;0;0;1;0;0;0;0;5;1;2;1;0;0;0
MAQUINE;4;1;1;1;8;4;1;1;1;3;2;0;1;1;0;2
MARATA;4;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0
MARAU;4;0;0;0;34;0;8;2;0;39;6;4;0;0;0;0
MARCELINO RAMOS;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARIANA PIMENTEL;4;0;0;0;5;0;0;1;0;2;0;0;0;0;0;0
MARIANO MORO;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARQUES DE SOUZA;4;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
MATA;4;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0
MATO CASTELHANO;4;0;0;0;3;1;0;0;0;4;0;0;0;0;0;0
MATO LEITAO;4;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0
MATO QUEIMADO;4;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
MAXIMILIANO DE ALMEIDA;4;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0
MINAS DO LEAO;4;0;0;0;3;0;0;1;0;4;3;3;2;0;0;0
MIRAGUAI;4;0;0;0;2;0;1;1;0;4;0;1;0;0;0;0
MONTAURI;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
MONTE ALEGRE DOS CAMPOS;4;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
MONTE BELO DO SUL;4;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0
MONTENEGRO;4;0;0;0;41;2;6;5;0;31;0;27;7;0;0;0
MORMACO;4;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
MORRINHOS DO SUL;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
MORRO REDONDO;4;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0
MORRO REUTER;4;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
MOSTARDAS;4;0;0;0;8;3;0;0;0;10;0;2;3;0;0;0
MUCUM;4;0;0;0;2;0;1;0;0;2;1;0;0;0;0;0
MUITOS CAPOES;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
MULITERNO;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
NAO-ME-TOQUE;4;0;0;0;16;0;1;1;0;13;1;1;0;0;0;0
NICOLAU VERGUEIRO;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NONOAI;4;0;0;0;7;1;3;0;0;8;0;2;0;0;0;0
NOVA ALVORADA;4;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0
NOVA ARACA;4;0;0;0;3;0;0;0;0;1;0;2;0;0;0;0
NOVA BASSANO;4;0;0;0;6;0;1;1;0;2;0;1;2;0;0;0
NOVA BOA VISTA;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
NOVA BRESCIA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOVA CANDELARIA;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
NOVA ESPERANCA DO SUL;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
NOVA HARTZ;4;1;1;0;9;0;1;2;0;16;0;8;5;0;0;1
NOVA PADUA;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
NOVA PALMA;4;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0
NOVA PETROPOLIS;4;0;0;0;8;0;0;0;0;5;0;7;1;0;0;0
NOVA PRATA;4;1;1;0;12;1;1;3;0;17;0;5;8;0;0;1
NOVA RAMADA;4;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
NOVA ROMA DO SUL;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
NOVA SANTA RITA;4;0;0;0;36;1;2;3;1;26;4;5;3;0;0;0
NOVO BARREIRO;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
NOVO CABRAIS;4;0;0;0;4;0;0;0;0;2;1;1;1;0;0;0
NOVO HAMBURGO;4;0;0;0;230;1;23;67;14;174;11;27;24;0;0;0
NOVO MACHADO;4;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
NOVO TIRADENTES;4;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
NOVO XINGU;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
OSORIO;4;0;0;0;48;2;3;3;2;33;3;3;14;0;0;0
PAIM FILHO;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
PALMARES DO SUL;4;0;0;0;12;2;0;1;0;8;2;1;1;0;0;0
PALMEIRA DAS MISSOES;4;1;1;0;23;0;3;4;0;16;3;6;1;0;0;1
PALMITINHO;4;1;1;0;4;0;1;0;0;1;0;0;0;0;0;1
PANAMBI;4;0;0;0;26;3;2;2;0;47;1;11;2;0;0;0
PANTANO GRANDE;4;0;0;0;2;0;0;0;0;1;0;3;2;0;0;0
PARAI;4;0;0;0;6;0;0;0;0;6;0;0;0;0;0;0
PARAISO DO SUL;4;0;0;0;1;0;0;1;0;3;0;0;1;0;0;0
PARECI NOVO;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
PAROBE;4;1;1;0;37;1;4;1;1;30;5;17;6;0;0;1
PASSA SETE;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
PASSO DO SOBRADO;4;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0
PASSO FUNDO;4;2;2;0;179;0;29;37;2;157;15;32;26;0;0;2
PAULO BENTO;4;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
PAVERAMA;4;0;0;0;2;0;0;0;0;5;0;3;0;0;0;0
PEDRAS ALTAS;4;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
PEDRO OSORIO;4;0;0;0;6;1;1;0;0;1;0;0;0;0;0;0
PEJUCARA;4;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0
PELOTAS;4;1;1;0;312;3;32;101;8;146;6;17;29;0;0;1
PICADA CAFE;4;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0
PINHAL;4;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0
PINHAL DA SERRA;4;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0
PINHAL GRANDE;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
PINHEIRINHO DO VALE;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
PINHEIRO MACHADO;4;0;0;0;8;1;2;0;0;11;0;0;0;0;0;0
PINTO BANDEIRA;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
PIRAPO;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
PIRATINI;4;0;0;0;16;4;1;1;0;5;0;1;0;0;0;0
PLANALTO;4;1;1;0;13;0;1;0;0;4;2;1;0;0;0;1
POCO DAS ANTAS;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
PONTAO;4;0;0;0;1;0;0;0;0;2;0;1;1;0;0;0
PONTE PRETA;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
PORTAO;4;0;0;0;25;2;1;3;5;21;2;8;0;0;0;0
PORTO ALEGRE;4;24;27;1;2245;1;128;1370;125;1457;62;161;263;1;0;30
PORTO LUCENA;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
PORTO MAUA;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
PORTO VERA CRUZ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO XAVIER;4;0;0;0;2;2;0;0;0;2;1;0;0;0;0;0
POUSO NOVO;4;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0
PRESIDENTE LUCENA;4;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
PROGRESSO;4;0;0;0;3;1;0;0;0;0;2;0;0;0;0;0
PROTASIO ALVES;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PUTINGA;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
QUARAI;4;1;1;0;12;2;0;1;0;8;1;1;1;0;0;1
QUATRO IRMAOS;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QUEVEDOS;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
QUINZE DE NOVEMBRO;4;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
REDENTORA;4;1;1;0;6;0;0;0;0;1;2;0;0;0;1;2
RELVADO;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RESTINGA SECA;4;1;1;0;8;0;0;1;0;10;1;1;1;0;0;1
RIO DOS INDIOS;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
RIO GRANDE;4;3;3;0;194;8;5;75;3;125;25;26;51;0;0;3
RIO PARDO;4;1;2;0;30;2;2;1;0;13;2;13;4;0;0;2
RIOZINHO;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
ROCA SALES;4;0;0;0;7;0;1;0;0;8;0;0;0;0;0;0
RODEIO BONITO;4;0;0;0;4;2;1;0;0;1;1;0;1;0;0;0
ROLADOR;4;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1
ROLANTE;4;0;0;0;7;0;1;1;0;20;0;3;1;0;0;0
RONDA ALTA;4;0;0;0;4;0;1;0;0;5;0;1;0;0;0;0
RONDINHA;4;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
ROQUE GONZALES;4;0;0;0;2;0;0;0;0;3;0;2;0;0;0;0
ROSARIO DO SUL;4;0;0;0;21;4;0;2;1;13;3;2;13;0;0;0
SAGRADA FAMILIA;4;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
SALDANHA MARINHO;4;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0
SALTO DO JACUI;4;0;0;0;20;0;1;1;0;4;2;2;1;0;0;0
SALVADOR DAS MISSOES;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SALVADOR DO SUL;4;0;0;0;4;0;0;1;0;5;0;3;0;0;0;0
SANANDUVA;4;0;0;0;4;0;0;0;0;5;0;3;1;0;0;0
SANTA BARBARA DO SUL;4;0;0;0;4;0;0;0;0;6;0;1;2;0;0;0
SANTA CECILIA DO SUL;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
SANTA CLARA DO SUL;4;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
SANTA CRUZ DO SUL;4;1;1;0;110;0;12;15;0;93;7;8;22;0;0;1
SANTA MARGARIDA DO SUL;4;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
SANTA MARIA;4;7;10;0;317;4;12;64;2;223;26;44;40;0;0;10
SANTA MARIA DO HERVAL;4;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
SANTA ROSA;4;1;1;0;60;2;9;3;0;31;3;6;25;0;0;1
SANTA TEREZA;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SANTA VITORIA DO PALMAR;4;0;0;0;56;7;1;2;0;9;0;2;2;0;0;0
SANTANA DA BOA VISTA;4;0;0;0;9;1;0;0;0;0;0;0;2;0;0;0
SANTANA DO LIVRAMENTO;4;1;1;0;94;10;4;7;0;66;5;16;5;0;0;1
SANTIAGO;4;0;0;0;34;6;0;1;0;52;2;24;8;0;0;0
SANTO ANGELO;4;1;1;0;101;3;12;16;0;74;7;16;15;0;0;1
SANTO ANTONIO DA PATRULHA;4;1;1;0;26;1;0;8;1;27;1;5;4;0;0;1
SANTO ANTONIO DAS MISSOES;4;0;0;0;4;0;0;0;0;5;0;8;0;0;0;0
SANTO ANTONIO DO PALMA;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
SANTO ANTONIO DO PLANALTO;4;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
SANTO AUGUSTO;4;1;1;0;7;0;1;0;0;2;0;3;1;0;0;1
SANTO CRISTO;4;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
SANTO EXPEDITO DO SUL;4;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
SAO BORJA;4;0;0;0;39;6;2;6;0;38;1;7;6;0;0;0
SAO DOMINGOS DO SUL;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
SAO FRANCISCO DE ASSIS;4;0;0;0;11;3;0;0;0;2;1;3;1;0;0;0
SAO FRANCISCO DE PAULA;4;0;0;0;28;3;1;1;0;11;0;0;0;0;0;0
SAO GABRIEL;4;0;0;0;76;6;3;1;0;19;4;10;16;0;0;1
SAO JERONIMO;4;0;0;0;10;0;0;4;0;11;0;4;0;0;0;0
SAO JOAO DA URTIGA;4;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0
SAO JOAO DO POLESINE;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
SAO JORGE;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DAS MISSOES;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
SAO JOSE DO HERVAL;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
SAO JOSE DO HORTENCIO;4;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0
SAO JOSE DO INHACORA;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
SAO JOSE DO NORTE;4;2;2;0;31;2;0;2;0;3;0;4;3;0;0;2
SAO JOSE DO OURO;4;0;0;0;1;0;0;0;0;4;0;0;1;0;0;0
SAO JOSE DO SUL;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
SAO JOSE DOS AUSENTES;4;1;1;0;2;1;0;0;0;1;1;0;0;0;0;1
SAO LEOPOLDO;4;1;1;0;360;0;37;60;17;162;9;16;31;0;0;1
SAO LOURENCO DO SUL;4;0;0;0;37;1;0;1;0;20;2;7;1;0;0;0
SAO LUIZ GONZAGA;4;0;0;0;26;2;0;0;0;18;5;7;13;0;0;0
SAO MARCOS;4;0;0;0;12;0;5;1;0;11;0;0;3;0;0;0
SAO MARTINHO;4;0;0;0;4;0;0;0;0;3;1;1;2;0;0;0
SAO MARTINHO DA SERRA;4;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0
SAO MIGUEL DAS MISSOES;4;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0
SAO NICOLAU;4;0;0;0;4;2;0;0;0;1;1;0;0;0;0;0
SAO PAULO DAS MISSOES;4;0;0;0;2;1;0;1;0;1;0;0;0;0;0;0
SAO PEDRO DA SERRA;4;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0
SAO PEDRO DAS MISSOES;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
SAO PEDRO DO BUTIA;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
SAO PEDRO DO SUL;4;0;0;0;11;5;0;1;0;8;1;3;1;0;0;0
SAO SEBASTIAO DO CAI;4;1;1;0;18;0;1;1;1;21;3;12;5;0;0;1
SAO SEPE;4;0;0;0;12;1;0;0;0;1;0;2;1;0;0;0
SAO VALENTIM;4;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
SAO VALENTIM DO SUL;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
SAO VALERIO DO SUL;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
SAO VENDELINO;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
